filename,class_normal,class_relax,class_frametime
REPLAYDATA_b5249d46d579c2328c7e877a5e712ccb.txt,1,0,0
REPLAYDATA_88e7df9202e31c20d7d068c2786d1196.txt,1,0,0
REPLAYDATA_dda1650430cdf96b653a826df3eb3b34.txt,1,0,0
REPLAYDATA_239f96f4c876c63cd9b619fe4ba0e2c0.txt,1,0,0
REPLAYDATA_f7ee1b730948aa00e5441b162fedddaa.txt,1,0,0
REPLAYDATA_c59d6320346ab569d2872770402b2bf8.txt,1,0,0
REPLAYDATA_ede5ae29889d77696a633e7f43b5c204.txt,1,0,0
REPLAYDATA_f26985441000c68d86123bf5fcb25460.txt,1,0,0
REPLAYDATA_f87b395615b0596ceb34beb027b74f96.txt,1,0,0
REPLAYDATA_540f047261121703dae9216c5bbd755c.txt,1,0,0
REPLAYDATA_c632cd0148999b0a1db20f6bd4df5c21.txt,1,0,0
REPLAYDATA_370115e3ca3e4397f58fe44928d8a6d7.txt,1,0,0
REPLAYDATA_d33b74ef74e03e27fdd9d37545425730.txt,1,0,0
REPLAYDATA_98e8478210bbfd3074618820e84fd2a2.txt,1,0,0
REPLAYDATA_5485fafaec4c1ba58d7924a06c296346.txt,1,0,0
REPLAYDATA_f19687e01234bf880918bbb6ad083841.txt,1,0,0
REPLAYDATA_88f989eb80d99d3ee4dc5ec187e5935b.txt,1,0,0
REPLAYDATA_235633d40e4addd7ded125915dd38464.txt,1,0,0
REPLAYDATA_10492b72de8fc59c6d23bb2d19eb7a10.txt,1,0,0
REPLAYDATA_458d8d4daa96d2aeb23b374946096068.txt,1,0,0
REPLAYDATA_90f762e884914079296e18dedca7ea2e.txt,1,0,0
REPLAYDATA_07085c3d03008bde28b65eac8596778a.txt,1,0,0
REPLAYDATA_f7ddf2efb07efd6d3b675647516e6088.txt,1,0,0
REPLAYDATA_d86d9d4e3a852814c906fbad08dc222e.txt,1,0,0
REPLAYDATA_e7bff541336c223929ca14c9f7f953c0.txt,1,0,0
REPLAYDATA_c6882ce4e5ae8581edd7feb8bc04cb83.txt,1,0,0
REPLAYDATA_f6affc16894f3384078edfd6d4b368b9.txt,1,0,0
REPLAYDATA_c06c4e34bade11ceb79c4db8ccb954da.txt,1,0,0
REPLAYDATA_dec4cdbae6c6b7595697003e1b9e7625.txt,1,0,0
REPLAYDATA_e13bd690e5f2ac97c5a7c11b930fffa0.txt,1,0,0
REPLAYDATA_ce21cc86f30f968d4c720dbb6e58de05.txt,1,0,0
REPLAYDATA_f72c8c2542052b1a96c685fd9d143c0c.txt,1,0,0
REPLAYDATA_a739be2658baa4a94ea4b6bdcddb29b7.txt,1,0,0
REPLAYDATA_d72c3bf47f8d7f807574414e1b2cd4d6.txt,1,0,0
REPLAYDATA_7949bd9fa8bfce4691795f06ae6bf1d9.txt,1,0,0
REPLAYDATA_8443972e06f2205d955e1cba6fb1e4ec.txt,1,0,0
REPLAYDATA_a8eafb10513523c7b0524bf94616a703.txt,1,0,0
REPLAYDATA_e8db153fbd2264ab6af2520fc18649ac.txt,1,0,0
REPLAYDATA_fd5b22e7ee291b2fdce4b4f801c13eff.txt,1,0,0
REPLAYDATA_760c711259e7e366ff5f9e30f7867bcf.txt,1,0,0
REPLAYDATA_694b4a6faba5c5b6eb891eb692c7a80b.txt,1,0,0
REPLAYDATA_79c0abf3552826670337d2c49b8a76fe.txt,1,0,0
REPLAYDATA_b2165e8482fc30771d80d19f28c8dcad.txt,1,0,0
REPLAYDATA_eff764dd443ae89eb5eb3b3493831df7.txt,1,0,0
REPLAYDATA_486658f263be0416ea2f964b16885307.txt,1,0,0
REPLAYDATA_f23f87548d228275f2f2091fd7823b97.txt,1,0,0
REPLAYDATA_767963cfe7f7baddd06a20637fd01e64.txt,1,0,0
REPLAYDATA_177b9d129936546aa849a204c396535f.txt,1,0,0
REPLAYDATA_148cfd635535a1727f4a8b92d78f93ad.txt,1,0,0
REPLAYDATA_ed00509bd693ee501ef1b48bff8e7a75.txt,1,0,0
REPLAYDATA_c79ce049d8a4596e77455240ca01647d.txt,1,0,0
REPLAYDATA_96225cfc761746fa42b2a05452a1bfeb.txt,1,0,0
REPLAYDATA_91c2af92b4f742e00adbdef4dd08a696.txt,1,0,0
REPLAYDATA_880842fe6a90b2988dd9ba65cbacbc34.txt,1,0,0
REPLAYDATA_fbac8d64207ef96089f93b60279e9303.txt,1,0,0
REPLAYDATA_cbcc345e26618ab2ddc8d448858b207f.txt,1,0,0
REPLAYDATA_df9325b25a5042299a7486af14133688.txt,1,0,0
REPLAYDATA_190c0cbc9e1c8a780aaed0206e7b7aa0.txt,1,0,0
REPLAYDATA_94b10e6dd391b2614be94435661a5d56.txt,1,0,0
REPLAYDATA_c076bb51aca24cd3f71f5f1c846400e3.txt,1,0,0
REPLAYDATA_f0a982d4007ac2a0ff138bf1473168f1.txt,1,0,0
REPLAYDATA_83c1504189e1cfa305709c61b577f513.txt,1,0,0
REPLAYDATA_9489ce8f81b1341d1c8ff39cb116ba0f.txt,1,0,0
REPLAYDATA_f0b456fd74a542e7772f3a708c194e48.txt,1,0,0
REPLAYDATA_368f138646fc6ee35bdd47e56fd4cab5.txt,1,0,0
REPLAYDATA_a573c77cf076d509e2d6b32072e48b50.txt,1,0,0
REPLAYDATA_fe239a5143d8437c98c75b27a51f2303.txt,1,0,0
REPLAYDATA_a460eca64172c9db2a15f42b418ac4d7.txt,1,0,0
REPLAYDATA_51644efa4186a1180f374a742aaf693f.txt,1,0,0
REPLAYDATA_bee4b078a16bbbecc067e89d2945f974.txt,1,0,0
REPLAYDATA_e2191edcbfba3fc2d3af6071c50006db.txt,1,0,0
REPLAYDATA_569715bc4225e9073211478964eaaddb.txt,1,0,0
REPLAYDATA_073cee05942ea40999b17db6208ee76b.txt,1,0,0
REPLAYDATA_99636d251276e64af95f433bebe08904.txt,1,0,0
REPLAYDATA_e710578559d4453b9e051ac30a31734d.txt,1,0,0
REPLAYDATA_eed121b7d388c09144aa08316eac1e93.txt,1,0,0
REPLAYDATA_119da383bec528925ea89c00e26e76d4.txt,1,0,0
REPLAYDATA_765c0dacf9273eec111fce13635ac964.txt,1,0,0
REPLAYDATA_c956c7c4fd0f1c59ba305b48ac4290f6.txt,1,0,0
REPLAYDATA_69e501ddb554bbe98ddc9b06da35701e.txt,1,0,0
REPLAYDATA_d88af0af49bc7de989f0c948193eddb2.txt,1,0,0
REPLAYDATA_404c2f8ec62f7dedbb8916607e270b80.txt,1,0,0
REPLAYDATA_f083c9fcab086582e83546573fa1ae92.txt,1,0,0
REPLAYDATA_b71ad5c3ceaf7ff2046b841369ae53db.txt,1,0,0
REPLAYDATA_f0a73c7654091b7f9d315afeb245c7c9.txt,1,0,0
REPLAYDATA_aae1b5778024951d0dbe42f40873136a.txt,1,0,0
REPLAYDATA_510170840e5f17158b48070fa648f244.txt,1,0,0
REPLAYDATA_f40d203512e4294b3b15620b29585bf8.txt,1,0,0
REPLAYDATA_a305ec857cd7e55365675d0892a0fb17.txt,1,0,0
REPLAYDATA_b4ea3757d5768c1b076eac49032c45b4.txt,1,0,0
REPLAYDATA_181d26bd6013d9b38a3440504dcb59fd.txt,1,0,0
REPLAYDATA_ff3bc1c43855951f771cce0d4b3b3726.txt,1,0,0
REPLAYDATA_e18406dc6e9fe70ef38971435dcca025.txt,1,0,0
REPLAYDATA_8085ca58027316620541f350465e499f.txt,1,0,0
REPLAYDATA_169cf19b2b43bc0b7db5240c6e174f72.txt,1,0,0
REPLAYDATA_459d445cfad36732b48b253778545a9b.txt,1,0,0
REPLAYDATA_f6411f4ec5843df2865fa9281bfc4760.txt,1,0,0
REPLAYDATA_eebafca90ead636c54ce06e49d8847c0.txt,1,0,0
REPLAYDATA_a83e266ea62574dfcdaaf70d48c64e14.txt,1,0,0
REPLAYDATA_86c0d4f68819bf3bcc75d14cc1d3f5f2.txt,1,0,0
REPLAYDATA_0963e77d0c9827aca58889f61081bc32.txt,1,0,0
REPLAYDATA_fa7d534316caf7b69669965b33fd200f.txt,1,0,0
REPLAYDATA_d16b3c6d7479d10161d6adcb57ceece3.txt,1,0,0
REPLAYDATA_215e6f9808e5f4b947313cee4e00456f.txt,1,0,0
REPLAYDATA_96633b3f8bde7115f2676e5b73fc7ca4.txt,1,0,0
REPLAYDATA_058be914e321c669ce1968fc0d9b97d0.txt,1,0,0
REPLAYDATA_63db9e2d1eebdf8bfe995afc06799afa.txt,1,0,0
REPLAYDATA_cb98acc21af5df2d970f7a5bd2083028.txt,1,0,0
REPLAYDATA_fba09714a9175f3c7cf905047bc553fa.txt,1,0,0
REPLAYDATA_d9091586d1a014dc1a0b52cd06450d8c.txt,1,0,0
REPLAYDATA_693116422a466c2d289c051c6053bfb4.txt,1,0,0
REPLAYDATA_61471838ceb39e37d2d0b0797cb9e73e.txt,1,0,0
REPLAYDATA_3181178bd669bb585174ee5decd831ea.txt,1,0,0
REPLAYDATA_faedabeff2a32ea7cb6d366c7da53046.txt,1,0,0
REPLAYDATA_890e04694e5a1fb27b6af06251f7eb40.txt,1,0,0
REPLAYDATA_a53990755ca66e2839e116655dc85f0a.txt,1,0,0
REPLAYDATA_b83f6648afedf6789ee485fa46d4eb59.txt,1,0,0
REPLAYDATA_3266cc5b6480374b28bc5793007abad3.txt,1,0,0
REPLAYDATA_bedb3bf5c3c84cc298f0916140ca6bfe.txt,1,0,0
REPLAYDATA_94c7f04bd7605e3fa67620e60cfff5d6.txt,1,0,0
REPLAYDATA_b8bf43109af76e73791a54a09873b38b.txt,1,0,0
REPLAYDATA_94689be5c937592de535d9345529e096.txt,1,0,0
REPLAYDATA_351b93242ce6aefe259148e46bda2716.txt,1,0,0
REPLAYDATA_b112574e3f07b84d30da7f6f9819e2db.txt,1,0,0
REPLAYDATA_e2545d2a6b0639aa0caa7ee237b3940f.txt,1,0,0
REPLAYDATA_1111b1a983220261d3498b467c46bed5.txt,1,0,0
REPLAYDATA_d73f68ee8ab044daef31be6653cf7df7.txt,1,0,0
REPLAYDATA_ec0c0c9132ad830620b54034d035a317.txt,1,0,0
REPLAYDATA_3015e1add6d440a52ee0078ca658dbc0.txt,1,0,0
REPLAYDATA_9374b42f0efbf88d49e83d38a0901710.txt,1,0,0
REPLAYDATA_6243616227ac4b4fd215ca94cefa501f.txt,1,0,0
REPLAYDATA_c02dcb26c39e9db700c4ba316c331b7f.txt,1,0,0
REPLAYDATA_d9cbf9df0f0b5a0ca9c33e4c37423cf3.txt,1,0,0
REPLAYDATA_61cb16a597c715d55c91d4874b2ca2c3.txt,1,0,0
REPLAYDATA_c4ce74409962b5c2e3b6ea31674d72fc.txt,1,0,0
REPLAYDATA_cac8d5b821dce6f2475088d35c248479.txt,1,0,0
REPLAYDATA_381fe4d79c47ac10073646e112457bf2.txt,1,0,0
REPLAYDATA_efc01b5fe53a46c46a8a2bfcb9583ca0.txt,1,0,0
REPLAYDATA_1644866386667.txt,1,0,0
REPLAYDATA_992c3270d06ac0a7d6fd1de934ff308a.txt,1,0,0
REPLAYDATA_b5b9b7afc6e55939cd3e92d4c07bff3f.txt,1,0,0
REPLAYDATA_43678bd7218e37b26fa566f73de480c1.txt,1,0,0
REPLAYDATA_e91f762702dad1d4ea5701d2fe4fefd3.txt,1,0,0
REPLAYDATA_9451f821219644e15d6f5e42461fb188.txt,1,0,0
REPLAYDATA_e6d72d5e899b4ac8b9dd410e30bb40c6.txt,1,0,0
REPLAYDATA_a3c087bf268f9d2798f224c25f329e76.txt,1,0,0
REPLAYDATA_7169f8ff7ccbe06438c7bef3c1edfee6.txt,1,0,0
REPLAYDATA_59ce856122df1621a59c479f61dc1325.txt,1,0,0
REPLAYDATA_c02dd674b7360d4d96a8bfcce952447c.txt,1,0,0
REPLAYDATA_50877bd587bdcee55e4f0956b0cbb6ac.txt,1,0,0
REPLAYDATA_39256112540289a6fca6f58f71cfb442.txt,1,0,0
REPLAYDATA_08304267544ada93d0a89cdd46446e04.txt,1,0,0
REPLAYDATA_fe8bed6467817db45b8960d6df2888ad.txt,1,0,0
REPLAYDATA_4191f8f12302ae056f931b9e9253c4ab.txt,1,0,0
REPLAYDATA_148579f403ecffe5dbcabbe7ed7a5bbe.txt,1,0,0
REPLAYDATA_40648b2296adf82f4b2542e5fa482a09.txt,1,0,0
REPLAYDATA_f2d13c9a34c4a4d5239aa8edc581b066.txt,1,0,0
REPLAYDATA_dfdc250b7c129d61196bc0afba3271be.txt,1,0,0
REPLAYDATA_f5b093c69217f05030352efea64566bd.txt,1,0,0
REPLAYDATA_b073e410addd913f8144e22f2d1de956.txt,1,0,0
REPLAYDATA_5292021c9e9251df7c55b01408498ae4.txt,1,0,0
REPLAYDATA_f74d9f5e48c9ab22735e056ae2e2e346.txt,1,0,0
REPLAYDATA_f0409386d7dfe713d0016d9812b64727.txt,1,0,0
REPLAYDATA_93a79e2638d97e814e6681a9fa590515.txt,1,0,0
REPLAYDATA_86fe6f9b6b652765db838870411afd2c.txt,1,0,0
REPLAYDATA_0754d6e5b631582b25e8427eccf6088b.txt,1,0,0
REPLAYDATA_07182ad6b950b714d75a5eff4c151ef3.txt,1,0,0
REPLAYDATA_c97934b88e7bc10cfaac00f93edc1837.txt,1,0,0
REPLAYDATA_776b69cf3fb54a59eb8e8c371f708b92.txt,1,0,0
REPLAYDATA_b4e1ca7a305e98141398470f846acb03.txt,1,0,0
REPLAYDATA_55986458c6784859036e55eb8e0268f6.txt,1,0,0
REPLAYDATA_c701b29af9a43516288dc29920fc170e.txt,1,0,0
REPLAYDATA_eb4bceb02a48cb6123aa135bc7ab8483.txt,1,0,0
REPLAYDATA_fe6da658bf8b8fc7631e5a807df65204.txt,1,0,0
REPLAYDATA_f3ad84c6207019792db37c722e1d4991.txt,1,0,0
REPLAYDATA_cfa868be3d967b4a5840e5fc39f99256.txt,1,0,0
REPLAYDATA_58cfa53a973d2dfbf9868ebfa2377c85.txt,1,0,0
REPLAYDATA_e781a9069a1db11217e70cb44be189a1.txt,1,0,0
REPLAYDATA_04568bb27316f256e65638b908800bae.txt,1,0,0
REPLAYDATA_ade17f5b17373adb8a6abc3f0557893f.txt,1,0,0
REPLAYDATA_32415fbb2f1dbc1978570af597f3837a.txt,1,0,0
REPLAYDATA_95227972667a195cdafcc73df6d08dcc.txt,1,0,0
REPLAYDATA_71c600e9085d3667c9b8c3187905cf11.txt,1,0,0
REPLAYDATA_2886185172402de48d101fcf1fd2109e.txt,1,0,0
REPLAYDATA_363395bda66049edc9d4f7bfa32c9391.txt,1,0,0
REPLAYDATA_2670728f087c18c1e9e2b4d4e22c2bf2.txt,1,0,0
REPLAYDATA_e8b8e2fada362e361441554c39f829af.txt,1,0,0
REPLAYDATA_6314207b4e3e94f20e8f8066688e2766.txt,1,0,0
REPLAYDATA_da9c6007f87465b18fb8a505fcdedcb5.txt,1,0,0
REPLAYDATA_60e4d982e09bd33e5f8611f07063af14.txt,1,0,0
REPLAYDATA_ec273a900ac77c13f959bd95bb383ec1.txt,1,0,0
REPLAYDATA_c046c04d8e143ca98adbc3d819dc51ee.txt,1,0,0
REPLAYDATA_e6430092e7a208d15e33d9da93389abf.txt,1,0,0
REPLAYDATA_b250a636eae0c10d717af8183ae80a3f.txt,1,0,0
REPLAYDATA_d22913f0b27616084b2fcbd498308563.txt,1,0,0
REPLAYDATA_8089832f250370d6dd0e04f3929ec9d3.txt,1,0,0
REPLAYDATA_b1d7f20922058fd1544949412e940487.txt,1,0,0
REPLAYDATA_bf4a7d8ae5517db2e335e0ce5cef721c.txt,1,0,0
REPLAYDATA_d195b73de3d8519dec73ad548bef4ba0.txt,1,0,0
REPLAYDATA_93d3a014e4e3612346e5b31961446394.txt,1,0,0
REPLAYDATA_aba9763554e0d0d40b058a996be16c57.txt,1,0,0
REPLAYDATA_3293ece3ead795b5d2a25bb6bbda66c5.txt,1,0,0
REPLAYDATA_003442982438e4cc601178a1466d0517.txt,1,0,0
REPLAYDATA_a7b986056c18feaf3a6fa88c57971f53.txt,1,0,0
REPLAYDATA_5549d9523891f014651245be76564095.txt,1,0,0
REPLAYDATA_4977cfc1aa82351b70c3518767cf84bd.txt,1,0,0
REPLAYDATA_175fc7d2b11dbbe67bb4d7170e8fb7ae.txt,1,0,0
REPLAYDATA_fc3f90bec71305a436844e9d1fd63e1b.txt,1,0,0
REPLAYDATA_59ca35022e5597dd8271e0035d5b0584.txt,1,0,0
REPLAYDATA_0569c72de3f8062b777e20be9802f8a4.txt,1,0,0
REPLAYDATA_cf9812db104e6c4ac6e634ab33702a48.txt,1,0,0
REPLAYDATA_d36f8d31c5f76ac68f93bfcdc8c9ce28.txt,1,0,0
REPLAYDATA_db84b74e6664a6a47246d378af840225.txt,1,0,0
REPLAYDATA_cf16bd77f394e1784be2f96f0bb68356.txt,1,0,0
REPLAYDATA_788b617a868797cebf459327c295c53e.txt,1,0,0
REPLAYDATA_f1d543190c121045155c460dd91f010c.txt,1,0,0
REPLAYDATA_f500e8b36c613fc886ffff75e35b414b.txt,1,0,0
REPLAYDATA_99835a60f1f56f03ee9d2bda1a4c7a3b.txt,1,0,0
REPLAYDATA_9452e12082baded79f6a5af6763a9120.txt,1,0,0
REPLAYDATA_912a3ae68aac9cb45dc820c91aec82d4.txt,1,0,0
REPLAYDATA_090ec7b4221f229db191835cbc79bf41.txt,1,0,0
REPLAYDATA_918832fcd8b3a9a31a6b6f702870a725.txt,1,0,0
REPLAYDATA_e57f50590f48ef64685ab9054d2f4d7c.txt,1,0,0
REPLAYDATA_7842ea4700c32255759104e834b96d66.txt,1,0,0
REPLAYDATA_2305bb83de23eab6b51154e82fe64e88.txt,1,0,0
REPLAYDATA_eade92ce7d7d5bbd7e535f6c4db8bb23.txt,1,0,0
REPLAYDATA_c87e1e1b8677c19de3f05fe1f47add9d.txt,1,0,0
REPLAYDATA_cb508cf1df6b31dfdedd53ac93f09641.txt,1,0,0
REPLAYDATA_793964490d623a454f961c9f206e9029.txt,1,0,0
REPLAYDATA_2598e4700eee9fe899c2faa4fb9ce483.txt,1,0,0
REPLAYDATA_fae22f36eb8461273bcac974895143ad.txt,1,0,0
REPLAYDATA_64abfeb24db4ecf9ac898676bf991c35.txt,1,0,0
REPLAYDATA_ddc79a4464ca065640dc6ba860448e51.txt,1,0,0
REPLAYDATA_b65c02cf9edce0f32faab6728da8c926.txt,1,0,0
REPLAYDATA_073cc70584b0376744f823396ff9059e.txt,1,0,0
REPLAYDATA_aae16286a90ce34fb50f8f06d1d4cf7d.txt,1,0,0
REPLAYDATA_88bca57ba1574c1a7f3fe88a6f5c2ff1.txt,1,0,0
REPLAYDATA_1960284f8ce1875028a0e7c3bccb906b.txt,1,0,0
REPLAYDATA_73d7f573b710b0db22704ea82e7e7f58.txt,1,0,0
REPLAYDATA_dc396c61aa5849c73fb983bed2770b4d.txt,1,0,0
REPLAYDATA_a5635a4e3283926d65fc6555b9162053.txt,1,0,0
REPLAYDATA_798405258bbf680c4dce347e9051840d.txt,1,0,0
REPLAYDATA_ea5feae7db433f575c733f60579f2466.txt,1,0,0
REPLAYDATA_caadfaf3eb9979f6b52f808b909fc284.txt,1,0,0
REPLAYDATA_466508eba76ebddd39735af015c4564a.txt,1,0,0
REPLAYDATA_64df9b7c30ec6c2618d8b1c605dd993e.txt,1,0,0
REPLAYDATA_f18afc6741d51fd6a2257754e8983872.txt,1,0,0
REPLAYDATA_411fb32b0d36011792da839ec7b60fa3.txt,1,0,0
REPLAYDATA_192aabc0a96339ad8c312ca6f672f5eb.txt,1,0,0
REPLAYDATA_d7d33e859336d23f9589ee29a1bf1ccf.txt,1,0,0
REPLAYDATA_274fc7105a2de68a4c5bd7ad029a0276.txt,1,0,0
REPLAYDATA_c9610eb91cd5281c9417f72309d4322d.txt,1,0,0
REPLAYDATA_462de9a4bd8301c77c3ae8bcbb874ca5.txt,1,0,0
REPLAYDATA_a4c5141f169b1a8e33db9390be235679.txt,1,0,0
REPLAYDATA_655a18f4bf183ddcbed19010137c9982.txt,1,0,0
REPLAYDATA_1253e1947b83e86d7bc78ac79be6b2ca.txt,1,0,0
REPLAYDATA_1775cd9cba23c30647a94cb570241be9.txt,1,0,0
REPLAYDATA_c549b8313b90852d14d3d6852ec4defe.txt,1,0,0
REPLAYDATA_2551b993aa15f23838340db50b9fe127.txt,1,0,0
REPLAYDATA_a41d0daa458e87be5d4699eb736394e7.txt,1,0,0
REPLAYDATA_e35a7806e2eb30779ab51b6be8f6e553.txt,1,0,0
REPLAYDATA_185f848c6107d6a61ea79fcd5dbc87b6.txt,1,0,0
REPLAYDATA_934abb6e514a490a983ffeb68dedaaa2.txt,1,0,0
REPLAYDATA_a9b8d4c4fb658b3ac851047502b7f113.txt,1,0,0
REPLAYDATA_58ae8affa12df91a3fa2c38421c0a71b.txt,1,0,0
REPLAYDATA_994921052e839bc65f10a18b118a76a6.txt,1,0,0
REPLAYDATA_246a6c27ddc8fb4672d32ccb91182914.txt,1,0,0
REPLAYDATA_e3fccf388fe7ce3d55aa3e3f50a0c94f.txt,1,0,0
REPLAYDATA_683a804cc7afbff127c0cf484ed2b157.txt,1,0,0
REPLAYDATA_eba1560f2291c1abd89cd84a8eb50b8a.txt,1,0,0
REPLAYDATA_82f320e634397dd30306160ebb8d2478.txt,1,0,0
REPLAYDATA_f633ce04dedc6e700e97d0bf7deb437e.txt,1,0,0
REPLAYDATA_a9b9f80fa0f6fcb6b8757fc39f9e2fcd.txt,1,0,0
REPLAYDATA_a323b364f3a86429b23ab23a2c08a7bc.txt,1,0,0
REPLAYDATA_db788d5742180f350840bfdfc4761a0a.txt,1,0,0
REPLAYDATA_aa6f128a25f79f11f83c369355399a41.txt,1,0,0
REPLAYDATA_97d2fc0818e21283505c613c962769a3.txt,1,0,0
REPLAYDATA_e95d66f54a0e723df716f6c52c5f73dd.txt,1,0,0
REPLAYDATA_74e3a6ed162192ee1441a31a5dd62e89.txt,1,0,0
REPLAYDATA_f44fd4806d98ab67cafcf4633f6042ea.txt,1,0,0
REPLAYDATA_ab2f71aa07c5be5fd818763106e6292c.txt,1,0,0
REPLAYDATA_ea77f68c7d84d867d6cffdd5f0986048.txt,1,0,0
REPLAYDATA_c8fbd3323e2e73c1519ac91659cd9c57.txt,1,0,0
REPLAYDATA_94eba95d2a32e774168284f6e9b5ee8d.txt,1,0,0
REPLAYDATA_805690bb08c400da52a83a77f842736a.txt,1,0,0
REPLAYDATA_36258f707be012d06037947fcb711884.txt,1,0,0
REPLAYDATA_98397ab8bf16a041a81332cb56797827.txt,1,0,0
REPLAYDATA_c61fe23d250f3cb052c28aa04d8adefd.txt,1,0,0
REPLAYDATA_ec086835203973b6af61dea1c2527c9e.txt,1,0,0
REPLAYDATA_853a21e705e0b7e5dd2dded80095c558.txt,1,0,0
REPLAYDATA_57fba8d9a4f510993e63167384a9edc5.txt,1,0,0
REPLAYDATA_b5b5e7d8c378ad119e86a10200f5369a.txt,1,0,0
REPLAYDATA_a7ad3ea3cfa251c4362310f74bf19f29.txt,1,0,0
REPLAYDATA_c484d3811cb164813eb5f7f3d3ad8c10.txt,1,0,0
REPLAYDATA_5079802129b2640c7ce6efa30ef6761b.txt,1,0,0
REPLAYDATA_412fe84a7cb1d2169d972df023102fee.txt,1,0,0
REPLAYDATA_32083b0612d8379106f4f2925d672041.txt,1,0,0
REPLAYDATA_d391399c335984ffcd87a5304597780e.txt,1,0,0
REPLAYDATA_ebd67d923f741ea6562e408a5820e3d5.txt,1,0,0
REPLAYDATA_c5401fd9c0009822e168396d0e49bb9b.txt,1,0,0
REPLAYDATA_d28cafbab0c06284375886d85b896d9e.txt,1,0,0
REPLAYDATA_eceead9a2618513da6fc64f493457aeb.txt,1,0,0
REPLAYDATA_060840a023f396617f50e4a47d597ba3.txt,1,0,0
REPLAYDATA_76e3de73b32d893ea4a5315e8fcf2018.txt,1,0,0
REPLAYDATA_e0d6966e19011303256176d5889dc8e8.txt,1,0,0
REPLAYDATA_b5f7eb2c639c9c23b1e6d011189128a4.txt,1,0,0
REPLAYDATA_ea0cccf7895aae82611769e0fa6617f0.txt,1,0,0
REPLAYDATA_abaddf3d9dca1915b830efc7c1400242.txt,1,0,0
REPLAYDATA_992024afe6af04861bf13d4a0a69375e.txt,1,0,0
REPLAYDATA_6611add77d78d5f23b29ea83179905c6.txt,1,0,0
REPLAYDATA_f414355174dd4c4091157ba8b17156b7.txt,1,0,0
REPLAYDATA_6216de41b0feaace5a2ed47c9fbed1d9.txt,1,0,0
REPLAYDATA_70005db09c81d4df96c9e13ed84b3065.txt,1,0,0
REPLAYDATA_a4c28b888651d805326407e67a322149.txt,1,0,0
REPLAYDATA_e0e2db44d1c2f5dc8512f6785f254050.txt,1,0,0
REPLAYDATA_191b218ca29aa1362169a62418ef67df.txt,1,0,0
REPLAYDATA_f33f18090a9dd4901e16067f24ec4503.txt,1,0,0
